titulo;descricao;preco;area util por m²;quartos;banheiros;vagas garagem;rua/avenida;custo condominio;iptu;bairro;cidade;estado;cep;ar condicionado;mobiliado;elevador;churrasqueira;salão de festas;quarto de serviço;segurança 24h;armários no quarto;condomínio fechado;piscina;armários na cozinha;varanda;área de serviço;academia;portaria;permitido animais
Vendo APARTAMENTO 3/4 C/ FRENTE TOTAL MAR NA PRAIA DO SUL EM ILHÉUS BA;"VENDO APARTAMENTO EM ILHEUS BA
Frente total Mar no 9° andar 
Apto c/ 90m2, com 1 suíte e 2/4 
2 vagas de garagem 
Edf Soberano 
Excelente localização na praia do Sul em ilhéus 
Condomínio terá academia, piscina, sauna e entre outras opções de lazer.
Previsao de entrega das chaves, janeiro/25.
Valor R$ 1.100.000.00 
Contato direto com o proprietário 
73) 9 8842; 2502";1100000.0;90000.0;3;2;2;Ilhéus;300.0;1300.0;Sem informação;Sem informação;Sem informação;Sem informação;0;0;1;1;1;0;1;0;1;1;0;1;1;1;1;1
Apartamento financiado com parcelas baixas;"Vendo apartamento financiado pela Caixa na construtora Tenda em Salvador, na Bahia. 

Precisei mudar de cidade e não tenho interesse em manter o apartamento, por isso, estou disponibilizando a possibilidade de contrato de gaveta, onde o comprador pagaria uma entrada referente ao valor já investido por mim e passaria a ser responsável pelas parcelas adjacentes. 

Também tem a possibilidade de parcelar parte da entrada, caso o comprador tenha interesse. Entre em contato comigo via whatsapp para mais informações. 



O apartamento tem dois quartos, um banheiro e é térreo. Condomínio fechado com salão de festas, parque para crianças e garagem. 

Já investi o valor de $25 mil e peço uma entrada de $10 mil e posso parcelar o valor restante para o comprador. As parcelas da Tenda e caixa somam um valor de $800 mensais. 

Caso queira ligar, peço que mande uma mensagem antes, para que eu possa salvar seu contato e atender. 

Obrigada (:";25000000.0;80.0;2;1;1;Avenida Lomanto Júnior - de 1066/1067 ao fim;Sem informacao;Sem informacao;Pontal;Ilhéus;BA;45654001;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;1
LANÇAMENTO VOG Amado - Praia dos Milionários - Ilhéus/BA;"Código do anúncio: O7HUE7

LANÇAMENTO PRAIA DOS MILIONÁRIOS! 

Apartamento Zona Sul de Ilhéus (Bahia) de 01, 02 e 03 quartos, sendo 01 suíte;

50 metros da Praia dos Milionários!

*Condições de pagamento facilitadíssimas!

Infraestrutura de lazer completa e entregue com:

Academia

Área Verde

Brinquedoteca

Espaço Gourmet

Estacionamento para Visitantes

Piscina com deck molhado

Salão de Festas

Sala de estudos/Coworking

Quadra de areia

Praça

Parque Infantil

Empreendimento com aptos de 02 e 03 quartos, com metragens e plantas diversas, (consultar disponibilidade)!

Venha viver a felicidade de adquirir o seu imóvel de frente para a praia! Entre já em contato para informações!

 Imobiliária Atlântico Sul

 Camille Carradore
CRECI: 24.895
 



Imoveis ilheus
apartamento ilheus
casa ilheus
apartamento zona sul ilheus";359990.0;59.0;2;2;1;Avenida Tancredo Neves;200.0;100.0;São Francisco;Ilhéus;BA;45655120;1;0;1;1;1;0;0;0;1;1;0;0;0;1;1;1
Apartamento 2/4 no Savoia Park;"Código do anúncio: 4716

Corretor: Valdnei Santana 
CRECI.: 23.174
Contato: 

Apartamento 2/4 no Savoia Park 

01 Suíte
01 Quarto 
01 Lavabo
01 Sala
01 Cozinha
01 Área de serviço
01 Vaga de garagem

Obs.:""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";240000.0;65.0;2;2;1;Avenida Raymundo Sá Barreto;0.0;0.0;Jardim Savóia;Ilhéus;BA;45658250;1;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0
Vendo Duplex na Zona Sul de Ilhéus;Imóvel muito bem localizado, com farmácias, mercados, padarias, academias, posto de saúde, escolas, faculdade, ponto de ônibus, praias, clubes, restaurantes e posto de combustíveis nas proximidades.;230000.0;100.0;3;3;Não Tem;São Francisco;0.0;0.0;São Francisco;Ilhéus;BA;45655100;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Apartamento à venda, Centro, Ilhéus, BA;"Código do anúncio: AP0286_TORRI

""Viva no coração da cidade com todo o conforto que sua família merece! Apartamento com três espaçosos quartos, sala ampla, cozinha e área de serviço prática. Não perca mais tempo, agende sua visita e comece uma nova fase em sua vida!""";430000.0;242.0;3;2;Não Tem;Rua Sete de Setembro - lado ímpar;0.0;0.0;Centro;Ilhéus;BA;45653555;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
EXCELENTE 2/4 COM VISTA PARA A BAIA DO PONTAL!;"Código do anúncio: 12483

CORRETORA: CAMILA BADARÓ.
CRECI: 23.450
CONTATO: 


APARTAMENTO 2/4 VISTA MAR NO PONTAL!

01 SALA DE ESTAR/JANTAR COM VARANDA INTEGRADA;
01 COZINHA COM PLANEJADOS;
01 ÁREA DE SERVIÇO COM PLANEJADOS;
01 BANHEIRO SOCIAL;
01 QUARTO SOCIAL;
01 SUÍTE COM VARANDA INTEGRADA E UMA VISTA EXUBERANTE PARA A BAÍA DO PONTAL.

01 VAGA DE GARAGEM COBERTA.

CONDOMÍNIO COM PISCINA E CHURRASQUEIRA NA COBERTURA, PRIVILEGIANDO A TODOS OS MORADORES COM A INCRÍVEL VISTA PARA A BAÍA DO PONTAL E TAMBÉM PARA O LINDO PÔR DO SOL DA SAPETINGA.

*** PRÓXIMO A TODAS AS COMODIDADES QUE FACILITAM O DIA A DIA, COMO: MERCADOS, PADARIAS, FARMÁCIAS, ACADEMIAS E MUITO MAIS!***


OBS. ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";520000.0;90.0;1;1;1;Avenida Lomanto Júnior - até 1064/1065;0.0;0.0;Pontal;Ilhéus;BA;45654000;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0
VENDO COBERTURA DUPLEX ZONA SUL DE ILHÉUS;"Código do anúncio: 12438

CORRETORA: PRISCILA SANTANA /LUCIANA DANEU 
CRECI.: 30.977 /22.423
CONTATO: / 


COBERTURA DUPLEX ZONA SUL DE ILHÉUS

03 SUITES
01 SALA DE JANTAR
01 SALA DE ESTAR
01 SALA DE TV
04 VARANDAS

CONDOMINIO DISPÕE DE:
ACADEMIA
PISCINA
CHURRASUEIRA
PLAYGROUND

02 VAGAS DE GARAGEM

OBS.: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";1400000.0;112.0;3;4;2;Rua Pelicano;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655716;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0
Vendo Apartamento com 3/4;"Código do anúncio: 12476

Corretora: Carla Amado/Lainne Araujo
CRECI.: 30.
Contato: / (73 )

Vendo Apartamento com 3/4 

03 Quartos 
01 Sala ampla
Cozinha
Área de Serviço grande
Despensa
01 Varanda
02 Banheiros 

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";300000.0;108.0;3;2;Não Tem;Rua Napoleão Laureano;0.0;0.0;Teresópolis;Ilhéus;BA;45652414;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Cobertura de Alto padrão na Zona Norte de Ilhéus;"Cobertura com 3/4 Vista Mar infinita, nascente, totalmente plana e linear.
Porteira fechada, pronta pra morar. Toda no porcelanato com móveis de altissimo padrão. Com a melhor vista de ilhéus. Procurando um novo lar em Ilhéus-BA? Temos a cobertura perfeita para você! Esse apartamento de tirar o fôlego está esperando para ser o seu refúgio urbano. Com 3 dormitórios, incluindo uma suíte espaçosa com closet, e 3 banheiros elegantes, essa cobertura é perfeita para a família ou para aqueles que gostam de ter um espaço extra para receber os amigos. Area gourmet com frigobar, chuveiro, churrasqueira. toda coberta com aluminio branco.



Com uma área privativa linear de 150m², esse apartamento oferece amplo espaço para você realizar todas as suas ideias de decoração. Imagine-se relaxando em um belo terraço, apreciando a paisagem deslumbrante de Ilhéus. Aqui você encontrará conforto e comodidade em cada canto, perfeito para aproveitar os dias ensolarados da cidade.



Localizado no bairro Jardim Savóia, você estará próximo de todas as conveniências que precisa. Supermercados, escolas, restaurantes e muito mais, tudo a uma curta distância de casa. Além disso, a localização privilegiada proporciona fácil acesso às principais vias da cidade, facilitando suas idas e vindas.

Aceito proposta, pronto pra financiamento, documentação em dias.

Prédio com infra estrutura completa
Piscina grande e piscina infantil
sauna
academia
parque infantil
brinquedoteca
quadra de esportes
salão de festa
area gourmet

o maior prédio da cidade de Ilhéus. a 10 minutos do centro.";1300000.0;150.0;3;3;2;Avenida José Luís da Fonseca - até 968/969;800.0;Sem informacao;Jardim Savóia;Ilhéus;BA;45658260;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Apartamento para Venda em Ilhéus, CEPLUS, 2 dormitórios, 2 banheiros;"Código do anúncio: VL 01_2-2799263

Se você está em busca de um refúgio paradisíaco na encantadora cidade de Ilhéus, este apartamento para venda no bairro CEPLUS é a escolha perfeita para você! Localizado na zona Sul da cidade, próximo da deslumbrante Praia dos Milionários, este imóvel encantador oferece a combinação ideal entre conforto e lazer. Com 3 dormitórios amplos e arejados, 2 banheiros modernos, 1 sala acolhedora e capacidade para acomodar até 6 pessoas, este apartamento é o cenário ideal para momentos inesquecíveis em família ou com amigos. 
 
 Com uma área total, privativa e construída de 70,00 m², este imóvel oferece espaços bem distribuídos e cômodos espaçosos, garantindo conforto e praticidade no dia a dia. Além disso, conta com características que tornam a experiência de morar ou passar férias neste apartamento ainda mais especial, como estacionamento privativo, proporcionando comodidade e segurança aos moradores. 
 
 A localização privilegiada deste imóvel também é um destaque, pois está próximo de diversos pontos de interesse, como bares, restaurantes, escolas, farmácias, supermercados e, é claro, a deslumbrante Praia dos Milionários. Por tudo isso, este apartamento é a oportunidade perfeita para quem busca viver em um lugar tranquilo, com toda a infraestrutura necessária para desfrutar o melhor que Ilhéus tem a oferecer. Não perca a chance de tornar seus dias mais especiais e agende agora mesmo uma visita para conhecer de perto essa incrível oportunidade! 
 
 
 - Características: Cômodos espaçosos, Estacionamento privativo, 
 
 - Cômodos: Área de Serviço, Copa, Cozinha, 
 
 - Proximidades: Escola, Farmácia, Supermercado, Praia dos milionários, 
 
 Pontos Fortes: PRÓXIMO DA PRAIA";280000.0;70.0;2;2;Não Tem;Avenida Oduvaldo Evaristo Bacelar;0.0;0.0;São Francisco;Ilhéus;BA;45655145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ilhéus - Apartamento 02 suítes - Venda - Azzure;"Código do anúncio: 4701

Descubra o Paraíso no Azzure - Ilhéus 

Se você está procurando por um estilo de vida contemporâneo na deslumbrante zona sul de Ilhéus, então o Azzure é o lugar perfeito para você! Apresentamos um apartamento único com 02 suítes e 01 banheiro social , 01 vaga de garagem ,onde o conforto e a elegância se unem para criar uma experiência de vida inigualável.
 Um Projeto de Excelência: O Azzure é o mais novo lançamento de F. Nogueira, com mais de 1.000 m² de áreas sociais cuidadosamente projetadas para atender às suas necessidades e superar suas expectativas.

 Viva em Grande Estilo: Desfrute de uma variedade de opções de lazer no Azzure, incluindo um rooftop com vistas deslumbrantes, fitness center totalmente equipado, espaço de coworking para suas atividades profissionais, área gourmet para receber amigos e familiares, deck molhado perfeito para relaxar, piscina com borda infinita que parece se fundir com o horizonte vista mar, snack bar para petiscos à beira da piscina, lavanderia conveniente, e até mesmo um pet place e pet care para o conforto e bem-estar do seu amigo de quatro patas.

Qualidade de Vida e Localização Privilegiada: No Azzure, qualidade de vida é poder morar em uma localização privilegiada. Este é um lugar que une conforto e praticidade, a poucos passos da praia e próximo de locais que fazem parte do seu cotidiano. Com uma vista privilegiada, abrangendo toda a praia do sul, no Azzure, seus dias começam de maneira diferente, com a energia revigorante do mar e a tranquilidade que só um ambiente como esse pode oferecer.

 Viva a Experiência Azzure: Este não é apenas um lugar para morar, é um estilo de vida. Desfrute de amenidades de alto padrão para momentos inesquecíveis com entes queridos e encontre a tranquilidade e o equilíbrio que você merece em um ambiente verdadeiramente inspirador.

Não perca a oportunidade de fazer parte deste empreendimento excepcional. Entre em contato hoje mesmo para agendar uma visita e descubra por que o Azzure é o destino dos seus sonhos em Ilhéus! 

 Imobiliária Atlântico Sul
 Evandro Zanonatto


IMÓVEL";372790.0;50.0;2;3;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0
Ilhéus - Apartamento com 03 Suítes -Venda -Ilhéus Select;"Código do anúncio: 4695

Seja Bem-vindo ao Paraíso à Beira-mar! 

Descubra o empreendimento dos seus sonhos, um lançamento que combina elegância, sustentabilidade e tecnologia, proporcionando o cenário perfeito para o seu estilo de vida. Apresentamos os apartamentos de 03 suítes, com espaços que variam de 241,92 m² a 258,31m², localizados em um projeto verde e inovador, com o mar como vizinho e a natureza como sua mais bela aliada.

 Sustentabilidade em Foco: O empreendimento abraça a responsabilidade ambiental, integrando soluções sustentáveis em todos os aspectos do projeto. Desde o uso eficiente de recursos até tecnologias verdes, estamos comprometidos em preservar a beleza natural que nos rodeia.

 Lazer Exclusivo: Desfrute de uma variedade de espaços de lazer projetados para elevar seu estilo de vida à beira-mar. Nossa infraestrutura inclui uma piscina com deck vista mar, lounge gourmet, bar gourmet com churrasqueira, academia, espaço kids, redário, espaço relax, pranchário, bicicletário e quadras de beach tênis e futevôlei. Além disso, oferecemos um pet place e pet care para garantir o conforto dos seus amigos de quatro patas.

 Conforto e Comodidade: Pensando em atender todas as suas necessidades, proporcionamos uma série de comodidades, incluindo um marketplace, espaço de coworking/sala de estudos, guarda delivery, medidores individuais (água e gás), gardens privativos, garagens cobertas e depósitos privativos.

Verão o Ano Inteiro: Aqui, o verão nunca acaba! Desfrute de dias ensolarados, brisas do mar e momentos inesquecíveis em um lugar onde a alegria e a serenidade se encontram.

Não espere mais para fazer parte deste paraíso à beira-mar. Entre em contato conosco hoje mesmo para saber mais sobre este empreendimento único e reserve seu lugar neste refúgio de luxo e conforto! 

 Imobiliária Atlântico Sul
 Evandro Zanonatto
IMÓVEL";1621323.0;242.0;3;4;2;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0
Ilhéus - Apartamento Duplex com 04 Suítes -Venda -Ilhéus Select;"Código do anúncio: 4697

Seja Bem-vindo ao Paraíso à Beira-mar! 

Descubra o empreendimento dos seus sonhos, um lançamento que combina elegância, sustentabilidade e tecnologia, proporcionando o cenário perfeito para o seu estilo de vida. Apresentamos os apartamentos Duplex de 04 suítes, com espaços medindo 225,06 m² , localizados em um projeto verde e inovador, com o mar como vizinho e a natureza como sua mais bela aliada.

 Sustentabilidade em Foco: O empreendimento abraça a responsabilidade ambiental, integrando soluções sustentáveis em todos os aspectos do projeto. Desde o uso eficiente de recursos até tecnologias verdes, estamos comprometidos em preservar a beleza natural que nos rodeia.

 Lazer Exclusivo: Desfrute de uma variedade de espaços de lazer projetados para elevar seu estilo de vida à beira-mar. Nossa infraestrutura inclui uma piscina com deck vista mar, lounge gourmet, bar gourmet com churrasqueira, academia, espaço kids, redário, espaço relax, pranchário, bicicletário e quadras de beach tênis e futevôlei. Além disso, oferecemos um pet place e pet care para garantir o conforto dos seus amigos de quatro patas.

 Conforto e Comodidade: Pensando em atender todas as suas necessidades, proporcionamos uma série de comodidades, incluindo um marketplace, espaço de coworking/sala de estudos, guarda delivery, medidores individuais (água e gás), gardens privativos, garagens cobertas e depósitos privativos.

Verão o Ano Inteiro: Aqui, o verão nunca acaba! Desfrute de dias ensolarados, brisas do mar e momentos inesquecíveis em um lugar onde a alegria e a serenidade se encontram.

Não espere mais para fazer parte deste paraíso à beira-mar. Entre em contato conosco hoje mesmo para saber mais sobre este empreendimento único e reserve seu lugar neste refúgio de luxo e conforto! 

 Imobiliária Atlântico Sul
 Evandro Zanonatto
IMÓVEL";2420521.0;225.0;4;5 Ou Mais;2;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0
Ilhéus - Apartamento com 02 Suítes -Venda -Ilhéus Select;"Código do anúncio: 4693

Seja Bem-vindo ao Paraíso à Beira-mar! 

Descubra o empreendimento dos seus sonhos, um lançamento que combina elegância, sustentabilidade e tecnologia, proporcionando o cenário perfeito para o seu estilo de vida. Apresentamos os apartamentos de 02 suítes, com espaços que variam de 83,68 m² a 94,23 m², localizados em um projeto verde e inovador, com o mar como vizinho e a natureza como sua mais bela aliada.

 Sustentabilidade em Foco: O empreendimento abraça a responsabilidade ambiental, integrando soluções sustentáveis em todos os aspectos do projeto. Desde o uso eficiente de recursos até tecnologias verdes, estamos comprometidos em preservar a beleza natural que nos rodeia.

 Lazer Exclusivo: Desfrute de uma variedade de espaços de lazer projetados para elevar seu estilo de vida à beira-mar. Nossa infraestrutura inclui uma piscina com deck vista mar, lounge gourmet, bar gourmet com churrasqueira, academia, espaço kids, redário, espaço relax, pranchário, bicicletário e quadras de beach tênis e futevôlei. Além disso, oferecemos um pet place e pet care para garantir o conforto dos seus amigos de quatro patas.

 Conforto e Comodidade: Pensando em atender todas as suas necessidades, proporcionamos uma série de comodidades, incluindo um marketplace, espaço de coworking/sala de estudos, guarda delivery, medidores individuais (água e gás), gardens privativos, garagens cobertas e depósitos privativos.

Verão o Ano Inteiro: Aqui, o verão nunca acaba! Desfrute de dias ensolarados, brisas do mar e momentos inesquecíveis em um lugar onde a alegria e a serenidade se encontram.

Não espere mais para fazer parte deste paraíso à beira-mar. Entre em contato conosco hoje mesmo para saber mais sobre este empreendimento único e reserve seu lugar neste refúgio de luxo e conforto! 

 Imobiliária Atlântico Sul
 Evandro Zanonatto
IMÓVEL";600900.0;84.0;2;3;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0
